fpl_id,fpl_name,understat_name,understat_id,normalized_name
,,Richarlison,6026,richarlison
287.0,Ferran Torres,Ferrán Torres,6441,ferran torres
315.0,Mason Greenwood,Mason Greenwood,7490,mason greenwood
117.0,Timo Werner,Timo Werner,65,timo werner
272.0,Kevin De Bruyne,Kevin De Bruyne,447,kevin de bruyne
588.0,Danny Welbeck,Danny Welbeck,501,danny welbeck
37.0,Jack Grealish,Jack Grealish,675,jack grealish
118.0,Tammy Abraham,Tammy Abraham,702,tammy abraham
150.0,Gylfi Sigurdsson,Gylfi Sigurdsson,714,gylfi sigurdsson
508.0,James Rodríguez,James Rodríguez,2249,james rodriguez
228.0,Youri Tielemans,Youri Tielemans,5956,youri tielemans
120.0,Mason Mount,Mason Mount,7768,mason mount
,,Raphinha,8026,raphinha
110.0,Kurt Zouma,Kurt Zouma,935,kurt zouma
450.0,Pablo Fornals,Pablo Fornals,2335,pablo fornals
358.0,Callum Robinson,Callum Robinson,4476,callum robinson
62.0,Lewis Dunk,Lewis Dunk,6048,lewis dunk
,,Pedro Neto,6382,pedro neto
,,Bobby Reid,6827,bobby reid
,,Rúben Neves,6853,ruben neves
24.0,Bukayo Saka,Bukayo Saka,7322,bukayo saka
69.0,Leandro Trossard,Leandro Trossard,7698,leandro trossard
,,Joelinton,87,joelinton
103.0,Olivier Giroud,Olivier Giroud,502,olivier giroud
303.0,Anthony Martial,Anthony Martial,553,anthony martial
273.0,John Stones,John Stones,586,john stones
268.0,Sergio Agüero,Sergio Agüero,619,sergio aguero
119.0,Christian Pulisic,Christian Pulisic,2662,christian pulisic
460.0,Raúl Jiménez,Raúl Jiménez,4105,raul jimenez
198.0,Mateusz Klich,Mateusz Klich,4381,mateusz klich
500.0,Kai Havertz,Kai Havertz,5220,kai havertz
557.0,Ademola Lookman,Ademola Lookman,5556,ademola lookman
309.0,Scott McTominay,Scott McTominay,5560,scott mctominay
368.0,Stuart Armstrong,Stuart Armstrong,6893,stuart armstrong
339.0,Miguel Almirón,Miguel Almirón,7420,miguel almiron
489.0,Eberechi Eze,Eberechi Eze,8706,eberechi eze
504.0,Fabio Silva,Fabio Silva,8778,fabio silva
338.0,Allan Saint-Maximin,Allan Saint-Maximin,101,allan saintmaximin
369.0,Jannik Vestergaard,Jannik Vestergaard,111,jannik vestergaard
57.0,Pascal Groß,Pascal Groß,239,pascal gro
148.0,Theo Walcott,Theo Walcott,503,theo walcott
432.0,Angelo Ogbonna,Angelo Ogbonna,528,angelo ogbonna
106.0,Ross Barkley,Ross Barkley,592,ross barkley
89.0,Ashley Westwood,Ashley Westwood,669,ashley westwood
184.0,Aleksandar Mitrović,Aleksandar Mitrovic,773,aleksandar mitrovic
,,Ben Chilwell,782,ben chilwell
576.0,Craig Dawson,Craig Dawson,804,craig dawson
412.0,Kyle Bartley,Kyle Bartley,964,kyle bartley
93.0,Matej Vydra,Matej Vydra,1017,matej vydra
156.0,Michael Keane,Michael Keane,1653,michael keane
296.0,Paul Pogba,Paul Pogba,1740,paul pogba
,,Lucas Moura,3293,lucas moura
,,Hélder Costa,3428,helder costa
461.0,Romain Saïss,Romain Saiss,3491,romain saiss
,,Ivan Cavaleiro,3683,ivan cavaleiro
87.0,Ashley Barnes,Ashley Barnes,4422,ashley barnes
665.0,Josh Maja,Josh Maja,5587,josh maja
311.0,Daniel James,Daniel James,5595,daniel james
,,Tanguy NDombele Alvaro,5962,tanguy ndombele alvaro
441.0,Sébastien Haller,Sébastien Haller,6144,sebastien haller
343.0,Billy Sharp,Billy Sharp,7712,billy sharp
38.0,John McGinn,John McGinn,7723,john mcginn
258.0,Takumi Minamino,Takumi Minamino,8239,takumi minamino
,,Daniel Podence,8291,daniel podence
648.0,Mbaye Diagne,Mbaye Diagne,9290,mbaye diagne
396.0,Pierre-Emile Højbjerg,Pierre-Emile Højbjerg,343,pierreemile hjbjerg
562.0,Ola Aina,Ola Aina,725,ola aina
142.0,Jeffrey Schlupp,Jeffrey Schlupp,757,jeffrey schlupp
328.0,Jamaal Lascelles,Jamaal Lascelles,766,jamaal lascelles
229.0,Ayoze Pérez,Ayoze Pérez,770,ayoze perez
243.0,Georginio Wijnaldum,Georginio Wijnaldum,771,georginio wijnaldum
365.0,Nathan Redmond,Nathan Redmond,790,nathan redmond
219.0,Jonny Evans,Jonny Evans,807,jonny evans
465.0,Adama Traoré,Adama Traoré,900,adama traore
41.0,Tyrone Mings,Tyrone Mings,1024,tyrone mings
104.0,Marcos Alonso,Marcos Alonso,1621,marcos alonso
88.0,Ben Mee,Ben Mee,1654,ben mee
90.0,Johann Berg Gudmundsson,Johann Berg Gudmundsson,1663,johann berg gudmundsson
108.0,Michy Batshuayi,Michy Batshuayi,1678,michy batshuayi
298.0,Harry Maguire,Harry Maguire,1687,harry maguire
512.0,Abdoulaye Doucouré,Abdoulaye Doucouré,1726,abdoulaye doucoure
411.0,Matt Phillips,Matt Phillips,1737,matt phillips
408.0,Hal Robson-Kanu,Hal Robson-Kanu,1738,hal robsonkanu
485.0,Jeff Hendrick,Jeff Hendrick,1746,jeff hendrick
259.0,Trent Alexander-Arnold,Trent Alexander-Arnold,1791,trent alexanderarnold
,,João Cancelo,2379,joao cancelo
,,Rodri,2496,rodri
451.0,Issa Diop,Issa Diop,3203,issa diop
,,Thiago Silva,3288,thiago silva
274.0,Benjamin Mendy,Benjamin Mendy,3389,benjamin mendy
389.0,Serge Aurier,Serge Aurier,3600,serge aurier
,,Bernardo Silva,3635,bernardo silva
,,Semi Ajayi,4490,semi ajayi
448.0,Declan Rice,Declan Rice,5553,declan rice
313.0,Aaron Wan-Bissaka,Aaron Wan-Bissaka,5584,aaron wanbissaka
,,Gabriel,5613,gabriel
144.0,Jairo Riedewald,Jairo Riedewald,6027,jairo riedewald
,,Solly March,6049,solly march
497.0,Jacob Murphy,Jacob Murphy,6063,jacob murphy
498.0,Timothy Castagne,Timothy Castagne,6157,timothy castagne
122.0,Callum Hudson-Odoi,Callum Hudson-Odoi,6456,callum hudsonodoi
,,Eddie Nketiah,6482,eddie nketiah
162.0,Yerry Mina,Yerry Mina,6521,yerry mina
100.0,Dwight McNeil,Dwight McNeil,6756,dwight mcneil
,,Emile Smith-Rowe,7230,emile smithrowe
,,Trézéguet,7722,trezeguet
46.0,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,7726,ezri konsa ngoyo
,,Gabriel Martinelli,7752,gabriel martinelli
239.0,James Justin,James Justin,7753,james justin
78.0,Aaron Connolly,Aaron Connolly,7991,aaron connolly
201.0,Ezgjan Alioski,Ezgjan Alioski,8722,ezgjan alioski
114.0,Hakim Ziyech,Hakim Ziyech,8992,hakim ziyech
544.0,Conor Gallagher,Conor Gallagher,9040,conor gallagher
510.0,Jayden Bogle,Jayden Bogle,9205,jayden bogle
334.0,Fabian Schär,Fabian Schär,76,fabian schar
9.0,Granit Xhaka,Granit Xhaka,204,granit xhaka
,,Thiago Alcántara,229,thiago alcantara
246.0,Joel Matip,Joel Matip,332,joel matip
54.0,Adam Lallana,Adam Lallana,486,adam lallana
11.0,Héctor Bellerín,Héctor Bellerín,492,hector bellerin
,,Mohamed Elneny,496,mohamed elneny
159.0,Alex Iwobi,Alex Iwobi,500,alex iwobi
486.0,Scott Dann,Scott Dann,512,scott dann
133.0,Cheikhou Kouyaté,Cheikhou Kouyaté,532,cheikhou kouyate
439.0,Manuel Lanzini,Manuel Lanzini,535,manuel lanzini
320.0,Andy Carroll,Andy Carroll,537,andy carroll
290.0,Juan Mata,Juan Mata,554,juan mata
279.0,Nathan Aké,Nathan Aké,579,nathan ake
244.0,Jordan Henderson,Jordan Henderson,605,jordan henderson
270.0,Kyle Walker,Kyle Walker,638,kyle walker
386.0,Toby Alderweireld,Toby Alderweireld,639,toby alderweireld
387.0,Erik Lamela,Erik Lamela,644,erik lamela
140.0,Jordan Ayew,Jordan Ayew,672,jordan ayew
102.0,César Azpilicueta,César Azpilicueta,681,cesar azpilicueta
115.0,Ruben Loftus-Cheek,Ruben Loftus-Cheek,688,ruben loftuscheek
125.0,Gary Cahill,Gary Cahill,699,gary cahill
,,Willian,700,willian
329.0,Dwight Gayle,Dwight Gayle,743,dwight gayle
221.0,Marc Albrighton,Marc Albrighton,753,marc albrighton
227.0,Daniel Amartey,Daniel Amartey,759,daniel amartey
321.0,Jonjo Shelvey,Jonjo Shelvey,769,jonjo shelvey
137.0,Andros Townsend,Andros Townsend,775,andros townsend
95.0,Robbie Brady,Robbie Brady,789,robbie brady
250.0,Virgil van Dijk,Virgil van Dijk,833,virgil van dijk
,,Oriol Romeu,842,oriol romeu
86.0,Jay Rodriguez,Jay Rodriguez,844,jay rodriguez
331.0,Paul Dummett,Paul Dummett,853,paul dummett
324.0,Ciaran Clark,Ciaran Clark,875,ciaran clark
248.0,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,966,alex oxladechamberlain
165.0,Mason Holgate,Mason Holgate,985,mason holgate
300.0,Luke Shaw,Luke Shaw,1006,luke shaw
206.0,Tyler Roberts,Tyler Roberts,1014,tyler roberts
50.0,Keinan Davis,Keinan Davis,1053,keinan davis
225.0,Dennis Praet,Dennis Praet,1234,dennis praet
,,Alisson,1257,alisson
493.0,Mario Lemina,Mario Lemina,1299,mario lemina
333.0,Emil Krafth,Emil Krafth,1545,emil krafth
92.0,Matthew Lowton,Matthew Lowton,1652,matthew lowton
81.0,James Tarkowski,James Tarkowski,1665,james tarkowski
,,David Luiz,1676,david luiz
255.0,Andrew Robertson,Andrew Robertson,1688,andrew robertson
357.0,Oliver McBurnie,Oliver McBurnie,1736,oliver mcburnie
109.0,Antonio Rüdiger,Antonio Rüdiger,1822,antonio rudiger
549.0,Diego Llorente,Diego Llorente,2163,diego llorente
,,Willian José,2361,willian jose
,,Martin Odegaard,2517,martin odegaard
,,João Moutinho,3422,joao moutinho
587.0,Saïd Benrahma,Said Benrahma,3585,said benrahma
422.0,Darnell Furlong,Darnell Furlong,4391,darnell furlong
424.0,Oliver Burke,Oliver Burke,5256,oliver burke
238.0,Çaglar Söyüncü,Caglar Söyüncü,5264,caglar soyuncu
236.0,Wilfred Ndidi,Wilfred Ndidi,5545,wilfred ndidi
138.0,Luka Milivojevic,Luka Milivojevic,5549,luka milivojevic
76.0,Yves Bissouma,Yves Bissouma,5609,yves bissouma
403.0,Giovani Lo Celso,Giovani Lo Celso,5681,giovani lo celso
641.0,Jean-Philippe Mateta,Jean-Philippe Mateta,5735,jeanphilippe mateta
376.0,Jan Bednarek,Jan Bednarek,6042,jan bednarek
308.0,Victor Lindelöf,Victor Lindelöf,6080,victor lindelof
,,Nélson Semedo,6163,nelson semedo
571.0,Joachim Andersen,Joachim Andersen,6314,joachim andersen
452.0,Ben Johnson,Ben Johnson,6424,ben johnson
446.0,Grady Diangana,Grady Diangana,6651,grady diangana
263.0,Curtis Jones,Curtis Jones,6665,curtis jones
563.0,Rayan Ait Nouri,Rayan Ait Nouri,6674,rayan ait nouri
,,Fred,6817,fred
182.0,Joe Bryan,Joe Bryan,6834,joe bryan
175.0,Tom Cairney,Tom Cairney,6835,tom cairney
458.0,Willy Boly,Willy Boly,6850,willy boly
459.0,Conor Coady,Conor Coady,6851,conor coady
473.0,Morgan Gibbs-White,Morgan Gibbs-White,6857,morgan gibbswhite
39.0,Kortney Hause,Kortney Hause,6859,kortney hause
438.0,Ryan Fredericks,Ryan Fredericks,6891,ryan fredericks
443.0,Fabián Balbuena,Fabián Balbuena,6892,fabian balbuena
,,Bernard,7063,bernard
464.0,Leander Dendoncker,Leander Dendoncker,7236,leander dendoncker
61.0,Dan Burn,Dan Burn,7382,dan burn
582.0,Karlan Grant,Karlan Grant,7390,karlan grant
,,Carlos Vinicius,7395,carlos vinicius
66.0,Adam Webster,Adam Webster,7699,adam webster
382.0,Moussa Djenepo,Moussa Djenepo,7701,moussa djenepo
356.0,Ben Osborn,Ben Osborn,7714,ben osborn
33.0,Conor Hourihane,Conor Hourihane,7721,conor hourihane
79.0,Steven Alzate,Steven Alzate,8020,steven alzate
123.0,Reece James,Reece James,8067,reece james
17.0,Kieran Tierney,Kieran Tierney,8089,kieran tierney
146.0,Tyrick Mitchell,Tyrick Mitchell,8214,tyrick mitchell
77.0,Tariq Lamptey,Tariq Lamptey,8226,tariq lamptey
589.0,Nathaniel Phillips,Nathaniel Phillips,8228,nathaniel phillips
360.0,Sander Berge,Sander Berge,8285,sander berge
400.0,Steven Bergwijn,Steven Bergwijn,8300,steven bergwijn
80.0,Alexis Mac Allister,Alexis Mac Allister,8379,alexis mac allister
524.0,Nathan Tella,Nathan Tella,8456,nathan tella
519.0,Jimmy Dunne,Jimmy Dunne,8481,jimmy dunne
240.0,Luke Thomas,Luke Thomas,8562,luke thomas
211.0,Pascal Struijk,Pascal Struijk,8717,pascal struijk
204.0,Kalvin Phillips,Kalvin Phillips,8719,kalvin phillips
67.0,Joël Veltman,Joël Veltman,8780,joel veltman
195.0,Liam Cooper,Liam Cooper,8816,liam cooper
495.0,Donny van de Beek,Donny van de Beek,8821,donny van de beek
,,Rúben Dias,8961,ruben dias
603.0,Kean Bryan,Kean Bryan,9163,kean bryan
695.0,Fabio Carvalho,Fabio Carvalho,9501,fabio carvalho
699.0,Daniel Jebbison,Daniel Jebbison,9509,daniel jebbison
702.0,Anthony Elanga,Anthony Elanga,9524,anthony elanga
8.0,Bernd Leno,Bernd Leno,181,bernd leno
116.0,Andreas Christensen,Andreas Christensen,200,andreas christensen
14.0,Sead Kolasinac,Sead Kolasinac,342,sead kolasinac
322.0,Matt Ritchie,Matt Ritchie,461,matt ritchie
651.0,Joshua King,Joshua King,465,joshua king
256.0,Divock Origi,Divock Origi,484,divock origi
127.0,Mamadou Sakho,Mamadou Sakho,485,mamadou sakho
241.0,James Milner,James Milner,489,james milner
13.0,Calum Chambers,Calum Chambers,508,calum chambers
134.0,Joel Ward,Joel Ward,510,joel ward
135.0,Martin Kelly,Martin Kelly,525,martin kelly
,,Adrián,527,adrian
129.0,James Tomkins,James Tomkins,530,james tomkins
427.0,Mark Noble,Mark Noble,533,mark noble
435.0,Aaron Cresswell,Aaron Cresswell,534,aaron cresswell
430.0,Darren Randolph,Darren Randolph,540,darren randolph
407.0,Kieran Gibbs,Kieran Gibbs,545,kieran gibbs
291.0,David de Gea,David de Gea,546,david de gea
312.0,Timothy Fosu-Mensah,Timothy Fosu-Mensah,549,timothy fosumensah
293.0,Odion Ighalo,Odion Ighalo,573,odion ighalo
152.0,Seamus Coleman,Seamus Coleman,585,seamus coleman
529.0,Phil Jagielka,Phil Jagielka,587,phil jagielka
131.0,James McCarthy,James McCarthy,589,james mccarthy
577.0,Nathaniel Clyne,Nathaniel Clyne,603,nathaniel clyne
,,Fernandinho,614,fernandinho
101.0,Willy Caballero,Willy Caballero,624,willy caballero
130.0,James McArthur,James McArthur,633,james mcarthur
363.0,Alex McCarthy,Alex McCarthy,635,alex mccarthy
383.0,Hugo Lloris,Hugo Lloris,637,hugo lloris
391.0,Eric Dier,Eric Dier,643,eric dier
,,Dele Alli,645,dele alli
653.0,Ben Davies,Ben Davies,660,ben davies
395.0,Ben Davies,Ben Davies,660,ben davies
188.0,Josh Onomah,Josh Onomah,661,josh onomah
530.0,Branislav Ivanovic,Branislav Ivanovic,682,branislav ivanovic
295.0,Nemanja Matic,Nemanja Matic,697,nemanja matic
121.0,Fikayo Tomori,Fikayo Tomori,703,fikayo tomori
431.0,Lukasz Fabianski,Lukasz Fabianski,706,lukasz fabianski
323.0,Federico Fernández,Federico Fernández,708,federico fernandez
31.0,Neil Taylor,Neil Taylor,710,neil taylor
84.0,Jack Cork,Jack Cork,712,jack cork
335.0,DeAndre Yedlin,DeAndre Yedlin,727,deandre yedlin
139.0,Patrick van Aanholt,Patrick van Aanholt,730,patrick van aanholt
157.0,Jordan Pickford,Jordan Pickford,741,jordan pickford
217.0,Kasper Schmeichel,Kasper Schmeichel,745,kasper schmeichel
216.0,Wes Morgan,Wes Morgan,748,wes morgan
218.0,Christian Fuchs,Christian Fuchs,749,christian fuchs
,,N&#039;Golo Kanté,751,n039golo kante
230.0,Demarai Gray,Demarai Gray,762,demarai gray
385.0,Moussa Sissoko,Moussa Sissoko,772,moussa sissoko
325.0,Karl Darlow,Karl Darlow,780,karl darlow
453.0,John Ruddy,John Ruddy,785,john ruddy
523.0,Fraser Forster,Fraser Forster,831,fraser forster
362.0,Ryan Bertrand,Ryan Bertrand,835,ryan bertrand
361.0,Shane Long,Shane Long,839,shane long
5.0,Cédric Soares,Cédric Soares,847,cedric soares
415.0,Charlie Austin,Charlie Austin,848,charlie austin
586.0,Jack Butland,Jack Butland,856,jack butland
82.0,Phil Bardsley,Phil Bardsley,857,phil bardsley
149.0,Fabian Delph,Fabian Delph,876,fabian delph
42.0,Matt Targett,Matt Targett,884,matt targett
375.0,Kyle Walker-Peters,Kyle Walker-Peters,885,kyle walkerpeters
83.0,Erik Pieters,Erik Pieters,887,erik pieters
247.0,Xherdan Shaqiri,Xherdan Shaqiri,888,xherdan shaqiri
373.0,Harrison Reed,Harrison Reed,910,harrison reed
307.0,Axel Tuanzebe,Axel Tuanzebe,934,axel tuanzebe
397.0,Harry Winks,Harry Winks,971,harry winks
417.0,Sam Johnstone,Sam Johnstone,978,sam johnstone
260.0,Joseph Gomez,Joseph Gomez,987,joseph gomez
423.0,Sam Field,Sam Field,1013,sam field
163.0,Tom Davies,Tom Davies,1042,tom davies
160.0,Jonjoe Kenny,Jonjoe Kenny,1084,jonjoe kenny
,,Felipe Anderson,1208,felipe anderson
,,Emerson,1245,emerson
169.0,Moise Kean,Moise Kean,1304,moise kean
,,Allan,1379,allan
579.0,Islam Slimani,Islam Slimani,1682,islam slimani
507.0,Ryan Fraser,Ryan Fraser,1683,ryan fraser
,,Ahmed Elmohamady,1685,ahmed elmohamady
409.0,Jake Livermore,Jake Livermore,1689,jake livermore
428.0,Robert Snodgrass,Robert Snodgrass,1691,robert snodgrass
7.0,Shkodran Mustafi,Shkodran Mustafi,1699,shkodran mustafi
332.0,Javier Manquillo,Javier Manquillo,1719,javier manquillo
367.0,Jack Stephens,Jack Stephens,1735,jack stephens
310.0,Eric Bailly,Eric Bailly,1739,eric bailly
85.0,Kevin Long,Kevin Long,1747,kevin long
359.0,Lys Mousset,Lys Mousset,1748,lys mousset
16.0,Rob Holding,Rob Holding,1749,rob holding
15.0,Ainsley Maitland-Niles,Ainsley Maitland-Niles,1750,ainsley maitlandniles
442.0,Arthur Masuaku,Arthur Masuaku,1760,arthur masuaku
518.0,Nampalys Mendy,Nampalys Mendy,1785,nampalys mendy
155.0,Lucas Digne,Lucas Digne,1823,lucas digne
,,Alex Telles,1828,alex telles
,,Pablo Hernández,2164,pablo hernandez
128.0,Vicente Guaita,Vicente Guaita,2190,vicente guaita
107.0,Mateo Kovacic,Mateo Kovacic,2254,mateo kovacic
,,Kiko Casilla,2259,kiko casilla
,,Jonny,2280,jonny
516.0,Alphonse Areola,Alphonse Areola,2310,alphonse areola
567.0,Thomas Partey,Thomas Partey,2328,thomas partey
,,André Gomes,2383,andre gomes
,,Mat Ryan,2385,mat ryan
,,Dani Ceballos,2446,dani ceballos
280.0,Aymeric Laporte,Aymeric Laporte,2498,aymeric laporte
283.0,Oleksandr Zinchenko,Oleksandr Zinchenko,2958,oleksandr zinchenko
410.0,Kamil Grosicki,Kamil Grosicki,3231,kamil grosicki
,,Ricardo Pereira,3303,ricardo pereira
173.0,Maxime Le Marchand,Maxime Le Marchand,3304,maxime le marchand
,,Fabinho,3420,fabinho
647.0,Morgan Sanson,Morgan Sanson,3696,morgan sanson
,,Ahmed Hegazy,3979,ahmed hegazy
12.0,Emiliano Martínez,Emiliano Martinez,4401,emiliano martinez
161.0,Jean-Philippe Gbamin,Jean-Philippe Gbamin,4764,jeanphilippe gbamin
190.0,Aboubakar Kamara,Aboubakar Kamara,4866,aboubakar kamara
626.0,Patrick Cutrone,Patrick Cutrone,4918,patrick cutrone
,,Kepa,5061,kepa
,,Bernardo,5245,bernardo
261.0,Naby Keita,Naby Keita,5247,naby keita
178.0,Michael Hector,Michael Hector,5274,michael hector
96.0,Nick Pope,Nick Pope,5552,nick pope
426.0,Rekeem Harper,Rekeem Harper,5562,rekeem harper
262.0,Rhian Brewster,Rhian Brewster,5569,rhian brewster
572.0,Tosin Adarabioyo,Tosin Adarabioyo,5590,tosin adarabioyo
483.0,Aaron Ramsdale,Aaron Ramsdale,5603,aaron ramsdale
505.0,Fernando Marçal,Fernando Marçal,5708,fernando marcal
517.0,Kenny Tete,Kenny Tete,5973,kenny tete
97.0,Charlie Taylor,Charlie Taylor,6044,charlie taylor
59.0,Davy Pröpper,Davy Pröpper,6050,davy propper
55.0,Dale Stephens,Dale Stephens,6051,dale stephens
,,Ederson,6054,ederson
336.0,Isaac Hayden,Isaac Hayden,6062,isaac hayden
585.0,Terence Kongolo,Terence Kongolo,6067,terence kongolo
,,Douglas Luiz,6122,douglas luiz
541.0,Cengiz Ünder,Cengiz Ünder,6162,cengiz under
72.0,José Izquierdo,José Izquierdo,6231,jose izquierdo
398.0,Davinson Sánchez,Davinson Sánchez,6249,davinson sanchez
491.0,Robin Koch,Robin Koch,6273,robin koch
436.0,Andriy Yarmolenko,Andriy Yarmolenko,6274,andriy yarmolenko
550.0,Jayson Molumby,Jayson Molumby,6350,jayson molumby
509.0,Ethan Ampadu,Ethan Ampadu,6369,ethan ampadu
584.0,Joe Rodon,Joe Rodon,6377,joe rodon
234.0,Hamza Choudhury,Hamza Choudhury,6418,hamza choudhury
,,Franck Zambo,6434,franck zambo
153.0,Cenk Tosun,Cenk Tosun,6477,cenk tosun
21.0,Reiss Nelson,Reiss Nelson,6492,reiss nelson
381.0,Michael Obafemi,Michael Obafemi,6504,michael obafemi
326.0,Martin Dubravka,Martin Dubravka,6532,martin dubravka
565.0,Ibrahima Diallo,Ibrahima Diallo,6736,ibrahima diallo
600.0,Lee Peltier,Lee Peltier,6822,lee peltier
180.0,Neeskens Kebano,Neeskens Kebano,6840,neeskens kebano
71.0,Alireza Jahanbakhsh,Alireza Jahanbakhsh,6842,alireza jahanbakhsh
56.0,David Button,David Button,6843,david button
,,Rui Patrício,6849,rui patricio
457.0,Matt Doherty,Matt Doherty,6852,matt doherty
,,Rúben Vinagre,6856,ruben vinagre
547.0,Rúnar Alex Rúnarsson,Rúnar Alex Rúnarsson,6875,runar alex runarsson
548.0,Edouard Mendy,Edouard Mendy,6880,edouard mendy
479.0,Mohammed Salisu,Mohammed Salisu,6923,mohammed salisu
654.0,Okay Yokuslu,Okay Yokuslu,6932,okay yokuslu
573.0,Robin Olsen,Robin Olsen,6962,robin olsen
525.0,Denis Odoi,Denis Odoi,7077,denis odoi
480.0,Sean Longstaff,Sean Longstaff,7078,sean longstaff
176.0,Tim Ream,Tim Ream,7184,tim ream
542.0,Sergio Reguilón,Sergio Reguilón,7187,sergio reguilon
378.0,Yan Valery,Yan Valery,7280,yan valery
74.0,Ben White,Ben White,7298,ben white
598.0,Kayne Ramsay,Kayne Ramsay,7326,kayne ramsay
470.0,Max Kilman,Max Kilman,7332,max kilman
652.0,Ozan Kabak,Ozan Kabak,7376,ozan kabak
535.0,Josh Benson,Josh Benson,7383,josh benson
583.0,Will Norris,Will Norris,7459,will norris
561.0,Wesley Fofana,Wesley Fofana,7589,wesley fofana
566.0,Ben Godfrey,Ben Godfrey,7689,ben godfrey
513.0,Jamal Lewis,Jamal Lewis,7691,jamal lewis
305.0,Dean Henderson,Dean Henderson,7702,dean henderson
353.0,John Egan,John Egan,7703,john egan
345.0,Chris Basham,Chris Basham,7704,chris basham
,,Jack O&#039;Connell,7705,jack o039connell
351.0,George Baldock,George Baldock,7706,george baldock
347.0,Enda Stevens,Enda Stevens,7707,enda stevens
355.0,John Lundstram,John Lundstram,7708,john lundstram
346.0,John Fleck,John Fleck,7709,john fleck
349.0,Oliver Norwood,Oliver Norwood,7710,oliver norwood
,,Wesley,7724,wesley
538.0,Zack Steffen,Zack Steffen,7817,zack steffen
560.0,Caoimhin Kelleher,Caoimhin Kelleher,7904,caoimhin kelleher
,,Daniel N&#039;Lundulu,7983,daniel n039lundulu
124.0,Billy Gilmour,Billy Gilmour,7988,billy gilmour
487.0,Matthew Longstaff,Matthew Longstaff,8016,matthew longstaff
44.0,Marvelous Nakamba,Marvelous Nakamba,8040,marvelous nakamba
288.0,Eric Garcia,Eric Garcia,8045,eric garcia
318.0,Brandon Williams,Brandon Williams,8075,brandon williams
559.0,Niels Nkounkou,Niels Nkounkou,8109,niels nkounkou
,,Amad Diallo Traore,8127,amad diallo traore
168.0,Anthony Gordon,Anthony Gordon,8150,anthony gordon
608.0,Scott Carson,Scott Carson,8158,scott carson
581.0,Owen Otasowie,Owen Otasowie,8180,owen otasowie
264.0,Neco Williams,Neco Williams,8204,neco williams
402.0,Japhet Tanganga,Japhet Tanganga,8222,japhet tanganga
